"eudract_number","double_blind","single_blind","open","randomised","crossover","parallel_group","controlled","arms"
"2012-004349-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004349-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004349-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004349-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004349-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004349-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004349-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004349-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004349-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004359-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004359-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004359-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004359-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004359-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004359-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004359-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004359-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004359-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004359-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004359-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004360-22","No","No","Yes","Yes","No","No","Yes","2+"
"2012-004360-22","No","No","Yes","Yes","No","No","Yes","2+"
"2012-004360-22","No","No","Yes","Yes","No","No","Yes","2+"
"2012-004360-22","No","No","Yes","Yes","No","No","Yes","2+"
"2012-004360-22","No","No","Yes","Yes","No","No","Yes","2+"
"2012-004360-22","No","No","Yes","Yes","No","No","Yes","2+"
"2012-004360-22","No","No","Yes","Yes","No","No","Yes","2+"
"2012-004360-22","No","No","Yes","Yes","No","No","Yes","2+"
"2012-004360-22","No","No","Yes","Yes","No","No","Yes","2+"
"2012-004360-22","No","No","Yes","Yes","No","No","Yes","2+"
"2012-004360-22","No","No","Yes","Yes","No","No","Yes","2+"
"2012-004360-22","No","No","Yes","Yes","No","No","Yes","2+"
"2012-004877-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004877-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004877-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004877-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004877-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004877-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004877-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004898-30","Yes","No","No","No","No","Yes","No","2+"
"2012-004898-30","Yes","No","No","No","No","Yes","No","2+"
"2012-004898-30","Yes","No","No","No","No","Yes","No","2+"
"2012-004898-30","Yes","No","No","No","No","Yes","No","2+"
"2012-004898-30","Yes","No","No","No","No","Yes","No","2+"
"2012-004898-30","Yes","No","No","No","No","Yes","No","2+"
"2012-004898-30","Yes","No","No","No","No","Yes","No","2+"
"2012-005078-70","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005078-70","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005078-70","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005283-97","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005283-97","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005283-97","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005283-97","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005283-97","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005283-97","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005283-97","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005283-97","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005283-97","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005283-97","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005283-97","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005283-97","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005283-97","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005401-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005665-12","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005665-12","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005665-12","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005665-12","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005665-12","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005665-12","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005665-12","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005665-12","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005665-12","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005665-12","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005665-12","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005665-12","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005665-12","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005694-31","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005694-31","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005694-31","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005735-91","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-005736-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000068-27","No","No","Yes","No","No","No","No","1"
"2013-000068-27","No","No","Yes","No","No","No","No","1"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000192-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000277-72","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000314-38","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000314-38","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000314-38","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000314-38","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000314-38","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000314-38","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000314-38","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000319-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000319-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000319-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000319-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000319-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000319-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000319-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000319-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000319-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000319-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000319-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000319-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000319-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000319-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000322-66","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000423-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000423-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000423-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000423-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000423-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000508-40","No","Yes","No","Yes","No","Yes","Yes","2+"
"2013-000508-40","No","Yes","No","Yes","No","Yes","Yes","2+"
"2013-000508-40","No","Yes","No","Yes","No","Yes","Yes","2+"
"2013-000508-40","No","Yes","No","Yes","No","Yes","Yes","2+"
"2013-000508-40","No","Yes","No","Yes","No","Yes","Yes","2+"
"2013-000508-40","No","Yes","No","Yes","No","Yes","Yes","2+"
"2013-000508-40","No","Yes","No","Yes","No","Yes","Yes","2+"
"2013-000508-40","No","Yes","No","Yes","No","Yes","Yes","2+"
"2013-000516-25","No","No","Yes","No","No","No","No","1"
"2013-000516-25","No","No","Yes","No","No","No","No","1"
"2013-000516-25","No","No","Yes","No","No","No","No","1"
"2013-000516-25","No","No","Yes","No","No","No","No","1"
"2013-000516-25","No","No","Yes","No","No","No","No","1"
"2013-000516-25","No","No","Yes","No","No","No","No","1"
"2013-000516-25","No","No","Yes","No","No","No","No","1"
"2013-000536-10","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000536-10","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000536-10","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000536-10","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000536-10","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000536-10","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000536-10","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000536-10","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000536-10","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000536-10","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000536-10","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000536-10","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000577-77","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000577-77","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000577-77","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000860-27","No","No","Yes","No","No","No","No","1"
"2013-000860-27","No","No","Yes","No","No","No","No","1"
"2013-000860-27","No","No","Yes","No","No","No","No","1"
"2013-000860-27","No","No","Yes","No","No","No","No","1"
"2013-000860-27","No","No","Yes","No","No","No","No","1"
"2013-000860-27","No","No","Yes","No","No","No","No","1"
"2013-000895-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000895-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000895-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000895-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000895-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000895-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000895-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000951-42","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-000999-15","No","No","Yes","No","No","No","No","1"
"2013-001192-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001192-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001192-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001192-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001192-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001192-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001193-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-001193-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-001193-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-001193-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-001193-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-001193-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-001284-23","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001284-23","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001284-23","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001322-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001322-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001322-26","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001323-38","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001323-38","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001323-38","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001497-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001497-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001497-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001497-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001497-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001497-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001497-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001497-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001497-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001497-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001497-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-001790-25","No","No","Yes","No","No","No","No","1"
"2013-001790-25","No","No","Yes","No","No","No","No","1"
"2013-001790-25","No","No","Yes","No","No","No","No","1"
"2013-001790-25","No","No","Yes","No","No","No","No","1"
"2013-001790-25","No","No","Yes","No","No","No","No","1"
"2013-001790-25","No","No","Yes","No","No","No","No","1"
"2013-001903-36","No","No","Yes","No","No","No","No","1"
"2013-001903-36","No","No","Yes","No","No","No","No","1"
"2013-001903-36","No","No","Yes","No","No","No","No","1"
"2013-001903-36","No","No","Yes","No","No","No","No","1"
"2013-001903-36","No","No","Yes","No","No","No","No","1"
"2013-001903-36","No","No","Yes","No","No","No","No","1"
"2013-002053-30","No","No","Yes","No","No","No","No","1"
"2013-002053-30","No","No","Yes","No","No","No","No","1"
"2013-002053-30","No","No","Yes","No","No","No","No","1"
"2013-002053-30","No","No","Yes","No","No","No","No","1"
"2013-002110-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002110-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002110-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002110-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002110-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002110-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002110-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002110-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002110-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002110-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002110-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002110-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002271-17","No","No","Yes","No","No","No","No","1"
"2013-002271-17","No","No","Yes","No","No","No","No","1"
"2013-002271-17","No","No","Yes","No","No","No","No","1"
"2013-002271-17","No","No","Yes","No","No","No","No","1"
"2013-002431-15","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002431-15","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002431-15","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002431-15","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002431-15","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002431-15","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002431-15","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002431-15","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002453-29","No","Yes","No","Yes","Yes","No","Yes","2+"
"2013-002453-29","No","Yes","No","Yes","Yes","No","Yes","2+"
"2013-002453-29","No","Yes","No","Yes","Yes","No","Yes","2+"
"2013-002453-29","No","Yes","No","Yes","Yes","No","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002513-35","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002522-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002522-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002522-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002539-13","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002707-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002707-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002707-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002707-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002707-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002707-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002707-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002707-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002707-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002707-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002707-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002707-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002707-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002707-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002716-28","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002716-28","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002716-28","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002716-28","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002716-28","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002716-28","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002716-28","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002716-28","No","No","Yes","Yes","No","Yes","Yes","2+"
"2013-002737-38","No","No","Yes","No","No","No","No","1"
"2013-002737-38","No","No","Yes","No","No","No","No","1"
"2013-002755-15","No","No","Yes","No","No","No","No","1"
"2013-002902-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002902-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002902-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002902-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-002902-29","Yes","No","No","Yes","No","Yes","Yes","2+"
"2013-003022-92","No","No","Yes","No","No","No","No","1"
"2013-003022-92","No","No","Yes","No","No","No","No","1"
"2013-003022-92","No","No","Yes","No","No","No","No","1"
"2013-003022-92","No","No","Yes","No","No","No","No","1"
"2013-003022-92","No","No","Yes","No","No","No","No","1"
"2013-003022-92","No","No","Yes","No","No","No","No","1"
"2013-003022-92","No","No","Yes","No","No","No","No","1"
"2013-003022-92","No","No","Yes","No","No","No","No","1"
"2013-003022-92","No","No","Yes","No","No","No","No","1"
"2013-003046-17","No","No","Yes","No","No","No","No","1"
