"eudract_number","title","protocol_country_code","double_blind","single_blind","open","design","randomised","crossover","parallel_group","controlled","arms","active_comparator","placebo","open_gs","single_blind_gs","double_blind_gs","randomised_gs","crossover_gs","parallel_group_gs","arms_gs","controlled_gs","arms_orig","open_orig","double_blind_orig","single_blind_orig","controlled_orig","parallel_group_orig","crossover_orig","randomised_orig"
"2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing and locally advanced prostate cancer who are responsive to such therapy","BE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing and locally advanced prostate cancer who are responsive to such therapy","IE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing and locally advanced prostate cancer who are responsive to such therapy","SE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing and locally advanced prostate cancer who are responsive to such therapy","CZ","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing or locally advanced prostate cancer who are responsive to such therapy","HU","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing or locally advanced prostate cancer who are responsive to such therapy","PT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2005-004094-25","A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in subjects with relapsing and locally advanced prostate cancer who are responsive to such therapy","DE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2005-004944-30","An Open-Label Study to Investigate the Efficacy and Safety of AF37702 Injection (Hematide™) in the Treatment of Anemia Caused by Antibody-Mediated Pure Red Cell Aplasia in Patients with Chronic Kidney Disease","DE","No","No","Yes","ok","No","No","No","No","1","No","No","Yes","No","No","No","No","No","1","No","1","Yes","No","No","No","No","No","No"
"2005-005077-29","An International Phase II Randomized Double-Blinded Placebo-Controlled Multi-Center Study to Assess the Efficacy of ZD6474 (ZACTIMA ) versus Placebo in Subjects with Unresectable Locally Advanced or Metastatic Medullary Thyroid Cancer.","IT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2005-005077-29","An International Phase II Randomized Double-Blinded Placebo-Controlled Multi-Center Study to Assess the Efficacy of ZD6474 (ZACTIMA ) versus Placebo in Subjects with Unresectable Locally Advanced or Metastatic Medullary Thyroid Cancer.","ES","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2005-005077-29","An International Phase III Randomized Double-Blinded Placebo-Controlled Multi-Center Study to Assess the Efficacy of ZD6474 (ZACTIMA ) versus Placebo in Subjects with Unresectable Locally Advanced or Metastatic Medullary Thyroid Cancer.","DK","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2005-005077-29","An International Phase III Randomized Double-Blinded Placebo-Controlled Multi-Center Study to Assess the Efficacy of ZD6474 (ZACTIMA ) versus Placebo in Subjects with Unresectable Locally Advanced or Metastatic Medullary Thyroid Cancer.","FR","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2005-005077-29","An International Phase II Randomized Double-Blinded Placebo-Controlled Multi-Center Study to Assess the Efficacy of ZD6474 (ZACTIMA ) versus Placebo in Subjects with Unresectable Locally Advanced or Metastatic Medullary Thyroid Cancer.","SE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2005-005077-29","An International Phase III Randomized Double-Blinded Placebo-Controlled Multi-Center Study to Assess the Efficacy of ZD6474 (ZACTIMA ) versus Placebo in Subjects with Unresectable Locally Advanced or Metastatic Medullary Thyroid Cancer.","HU","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2005-005077-29","An International Phase II Randomized Double-Blinded Placebo-Controlled Multi-Center Study to Assess the Efficacy of ZD6474 (ZACTIMA ) versus Placebo in Subjects with Unresectable Locally Advanced or Metastatic Medullary Thyroid Cancer.","PT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2005-005077-29","An International Phase III Randomized Double-Blinded Placebo-Controlled Multi-Center Study to Assess the Efficacy of ZD6474 (ZACTIMA ) versus Placebo in Subjects with Unresectable Locally Advanced or Metastatic Medullary Thyroid Cancer.","GB","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2005-005077-29","An International Phase II Randomized Double-Blinded Placebo-Controlled Multi-Center Study to Assess the Efficacy of ZD6474 (ZACTIMA ) versus Placebo in Subjects with Unresectable Locally Advanced or Metastatic Medullary Thyroid Cancer.","NL","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2005-005077-29","An International Phase III Randomized Double-Blinded Placebo-Controlled Multi-Center Study to Assess the Efficacy of ZD6474 (ZACTIMA ) versus Placebo in Subjects with Unresectable Locally Advanced or Metastatic Medullary Thyroid Cancer.","AT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2005-005077-29","An International Phase III Randomized Double-Blinded Placebo-Controlled Multi-Center Study to Assess the Efficacy of ZD6474 (ZACTIMA ) versus Placebo in Subjects with Unresectable Locally Advanced or Metastatic Medullary Thyroid Cancer.","BE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2005-005077-29","An International Phase II Randomized Double-Blinded Placebo-Controlled Multi-Center Study to Assess the Efficacy of ZD6474 (ZACTIMA ) versus Placebo in Subjects with Unresectable Locally Advanced or Metastatic Medullary Thyroid Cancer.","DE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2005-005077-29","An International Phase II Randomized Double-Blinded Placebo-Controlled Multi-Center Study to Assess the Efficacy of ZD6474 (ZACTIMA ) versus Placebo in Subjects with Unresectable Locally Advanced or Metastatic Medullary Thyroid Cancer.","CZ","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2005-005217-38","Randomised Study Comparing 4 and 6 Cycles of Chemotherapy with CHOP (Cyclophosphamide Doxorubicin Vincristine and Prednisone) at 21-day Intervals both with 6 Cycles of Immunotherapy with the Monoclonal anti-CD20 Antibody Rituximab  in Patients with Aggressive CD20-positive B-Cell Lyphoma  Aged 18 to 60 Years with no Risk Faktor (Age-adjusted IPI=0) and  no Bulky Disease (Diameter <75cm)","IT","No","No","Yes","ok","Yes","No","No","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","No","No","Yes"
"2005-005217-38","Randomised Study Comparing 4 and 6 Cycles of Chemotherapy with CHOP (Cyclophosphamide Doxorubicin Vincristine and Prednisone) at 21-day Intervals both with 6 Cycles of Immunotherapy with the Monoclonal anti-CD20 Antibody Rituximab  in Patients with Aggressive CD20-positive B-Cell Lyphoma  Aged 18 to 60 Years with no Risk Faktor (Age-adjusted IPI=0) and  no Bulky Disease (Diameter <75cm)","DK","No","No","Yes","ok","Yes","No","No","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","No","No","Yes"
"2005-005377-29","International Consortium on  Low Grade Glioma  - ICLGG of the International Society of Pediatric Oncology - SIOPCooperative multicenter Study for Children and Adolescents with  Low Grade Glioma SIOP - LGG 2003","GB","No","No","Yes","ok","Yes","No","No","Yes","2+","No","No","Yes","No","No","No","No","Yes","2+","No","-1","Yes","No","No","No","","","Yes"
"2005-005377-29","SIOP-LGG 2004Cooperative multicenter Study for Children and Adolescents with Low Grade Gliome","IE","No","No","Yes","","Yes","No","No","Yes","1","No","No","Yes","No","No","No","No","Yes","2+","No","-1","Information not present in EudraCT","Information not present in EudraCT","Information not present in EudraCT","No","","","Yes"
"2005-005377-29","International Consortium on  Low Grade Glioma  - ICLGG of the International Society of Pediatric Oncology - SIOPCooperative multicenter Study for Children and Adolescents with  Low Grade Glioma SIOP - LGG 2003","NO","No","No","Yes","ok","Yes","No","No","Yes","2+","No","No","Yes","No","No","No","No","Yes","2+","No","-1","Yes","No","No","No","","","Yes"
"2006-000284-28","Einfluss einer Behandlung mit dem HMG-CoA Reduktasehemmer Fluvastatin auf die Erektionsfähigkeit bei Patienten mit kardiovaskulären Risikofaktoren und erektiler Dysfunktion","DE","No","No","Yes","ok","No","Yes","Yes","No","1","No","Yes","No","No","Yes","Yes","Yes","No","1","Yes","-1","No","Yes","No","Yes","No","Yes","Yes"
"2006-000720-13","Double-blind randomised placebo-controlled multi-centre phase II study to evaluate the efficacy and safety of three different dosages of oral Trichuris suis ova (TSO) suspension in active Crohn’s disease","CZ","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2006-000720-13","Double-blind randomised placebo-controlled multi-centre phase II study to evaluate the efficacy and safety of three different dosages of oral Trichuris suis ova (TSO) suspension in active Crohn’s disease","DE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2006-000720-13","Double-blind randomised placebo-controlled multi-centre phase II study to evaluate the efficacy and safety of three different dosages of oral Trichuris suis ova (TSO) suspension in active Crohn’s disease","DK","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2006-000720-13","Double-blind randomised placebo-controlled multi-centre phase II study to evaluate the efficacy and safety of three different dosages of oral Trichuris suis ova (TSO) suspension in active Crohn’s disease","AT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2006-001228-37","A randomized double blind parallel group study of vardenafil flexible dose versus placebo in males with erectile dysfunction and their female partners’ sexual quality of life. PARTNER II","BE","Yes","No","No","","Yes","No","Yes","Yes","2+","","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","-1","Information not present in EudraCT","Yes","Information not present in EudraCT","Yes","Yes","","Yes"
"2006-001228-37","A randomized double blind parallel group study of vardenafil flexible dose versus placebo in males with erectile dysfunction and their female partners’ sexual quality of life. PARTNER II","DE","Yes","No","No","","Yes","No","Yes","Yes","2+","","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","-1","Information not present in EudraCT","Yes","Information not present in EudraCT","Yes","Yes","","Yes"
"2006-001228-37","A randomized double blind parallel group study of vardenafil flexible dose versus placebo in males with erectile dysfunction and their female partners’ sexual quality of life. PARTNER II","ES","Yes","No","No","","Yes","No","Yes","Yes","2+","","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","-1","Information not present in EudraCT","Yes","Information not present in EudraCT","Yes","Yes","","Yes"
"2006-001228-37","A randomized double blind parallel group study of vardenafil flexible dose versus placebo in males with erectile dysfunction and their female partners’ sexual quality of life. PARTNER II","NL","Yes","No","No","","Yes","No","Yes","Yes","2+","","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","-1","Information not present in EudraCT","Yes","Information not present in EudraCT","Yes","Yes","","Yes"
"2006-001671-38","A Phase 2 Multicenter Open-label Study of CNTO 328 (Anti-IL-6 Monoclonal Antibody) in Combination with Mitoxantrone versus Mitoxantrone in Subjects with Metastatic Hormone-Refractory Prostate Cancer (HRPC)","AT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2006-001671-38","Estudio Fase 2 abierto multicéntrico de CNTO 328 (Anticuerpo Monoclonal Anti-IL-6) en combinación con mitoxantrona versus mitoxantrona en sujetos con Cáncer de Próstata Metastásico Hormono-Resistente (CPHR)","DE","No","No","Yes","ok","Yes","Yes","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2006-001671-38","Estudio Fase 2 abierto multicéntrico de CNTO 328 (Anticuerpo Monoclonal Anti-IL-6) en combinación con mitoxantrona versus mitoxantrona en sujetos con Cáncer de Próstata Metastásico Hormono-Resistente (CPHR)","GB","No","No","Yes","ok","Yes","Yes","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2006-001671-38","Estudio Fase 2 abierto multicéntrico de CNTO 328 (Anticuerpo Monoclonal Anti-IL-6) en combinación con mitoxantrona versus mitoxantrona en sujetos con Cáncer de Próstata Metastásico Hormono-Resistente (CPHR)","FR","No","No","Yes","ok","Yes","Yes","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
"2006-001671-38","A Phase 2 Multicenter Open-label Study of CNTO 328 (Anti-IL-6 Monoclonal Antibody) in Combination with Mitoxantrone versus Mitoxantrone in Subjects with Metastatic Hormone-Refractory Prostate Cancer (HRPC)","ES","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","-1","Yes","No","No","Yes","Yes","No","Yes"
