"active_comparator","arms","controlled","crossover","design","double_blind","eudract_number","open","parallel_group","placebo","protocol_country_code","randomised","single_blind","title","open_gs","open_orig","arms_gs","arms_orig","double_blind_gs","double_blind_orig","single_blind_gs","single_blind_orig","controlled_gs","controlled_orig","parallel_group_gs","parallel_group_orig","crossover_gs","crossover_orig","randomised_gs","randomised_orig"
"No","1","No","No","ok","No","2006-004532-73","Yes","No","No","DE","No","No","A MULTICENTER SINGLE-ARM OPEN-LABEL EXPANDED ACCESS PROGRAM FOR LENALIDOMIDE PLUS DEXAMETHASONE IN PREVIOUSLY TREATED SUBJECTS WITH MULTIPLE MYELOMA","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"No","2+","Yes","No","ok","Yes","2006-006852-37","No","Yes","Yes","GB","Yes","No","A phase III randomized double-blind study of induction(daunorubicin/cytarabine)and consolidation (high dose cytarabine) chemotherapy + midostaurin (PKC412) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2006-006852-37","No","Yes","Yes","HU","Yes","No","A phase III randomized double-blind study of induction (daunorubicin/cytarabine) and consolidation (high-dose cytarabine) chemotherapy + midostaurin (PKC 412) (IND # 101261) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2006-006852-37","No","Yes","Yes","DE","Yes","No","A phase III randomized double-blind study of induction (daunorubicin/cytarabine) and consolidation (high dose cytarabine) chemotherapy + midostaurin (PKC412) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)Randomizované dvojito slepé klinické skúšanie fázy III indukčnej chemoterapie (daunorubicín/cytarabín) a konsolidačnej chemoterapie (vysoké dávky cytarabínu) kombinovanej s podávaním lieku midostaurín (PKC412) alebo placeba u novodiagnostikovaných pacientov s akútnou myeloidnou leukémiou (AML) s prítomnou mutáciou FLT3 ktorí majú menej ako 60 rokov","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2006-006852-37","No","Yes","Yes","AT","Yes","No","A phase III randomized double-blind study of induction (daunorubicin/cytarabine) and consolidation (high dose cytarabine) chemotherapy + midostaurin (PKC412) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)Randomizované dvojito slepé klinické skúšanie fázy III indukčnej chemoterapie (daunorubicín/cytarabín) a konsolidačnej chemoterapie (vysoké dávky cytarabínu) kombinovanej s podávaním lieku midostaurín (PKC412) alebo placeba u novodiagnostikovaných pacientov s akútnou myeloidnou leukémiou (AML) s prítomnou mutáciou FLT3 ktorí majú menej ako 60 rokov","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2006-006852-37","No","Yes","Yes","SK","Yes","No","A phase III randomized double-blind study of induction (daunorubicin/cytarabine) and consolidation (high-dose cytarabine) chemotherapy + midostaurin (PKC 412) (IND # 101261) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2006-006852-37","No","Yes","Yes","CZ","Yes","No","A phase III randomized double-blind study of induction(daunorubicin/cytarabine)and consolidation (high dose cytarabine) chemotherapy + midostaurin (PKC412) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2006-006852-37","No","Yes","Yes","BE","Yes","No","A phase III randomized double-blind study of induction (daunorubicin/cytarabine) and consolidation (high-dose cytarabine) chemotherapy + midostaurin (PKC 412) (IND # 101261) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2006-006852-37","No","Yes","Yes","ES","Yes","No","Estudio de fase III aleatorizado y doble ciego de la quimioterapia de inducción (daunorubicina/citarabina) y consolidación (citarabina en dosis altas) + midostaurina (PKC412) (ind nº 101261) o placebo en pacientes menores de 60 años diagnosticados de novo de leucemia mieloide aguda (LMA) con mutación en FLT3","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2006-006852-37","No","Yes","Yes","FR","Yes","No","Estudio de fase III aleatorizado y doble ciego de la quimioterapia de inducción (daunorubicina/citarabina) y consolidación (citarabina en dosis altas) + midostaurina (PKC412) (ind nº 101261) o placebo en pacientes menores de 60 años diagnosticados de novo de leucemia mieloide aguda (LMA) con mutación en FLT3","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2006-006852-37","No","Yes","Yes","NL","Yes","No","Estudio de fase III aleatorizado y doble ciego de la quimioterapia de inducción (daunorubicina/citarabina) y consolidación (citarabina en dosis altas) + midostaurina (PKC412) (ind nº 101261) o placebo en pacientes menores de 60 años diagnosticados de novo de leucemia mieloide aguda (LMA) con mutación en FLT3","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2006-006852-37","No","Yes","Yes","IT","Yes","No","A phase III randomized double-blind study of induction (daunorubicin/cytarabine) and consolidation (high dose cytarabine) chemotherapy + midostaurin (PKC412) or placebo in newly diagnosed patients < 60 years of age with FLT3 mutated acute myeloid leukemia (AML)Randomizované dvojito slepé klinické skúšanie fázy III indukčnej chemoterapie (daunorubicín/cytarabín) a konsolidačnej chemoterapie (vysoké dávky cytarabínu) kombinovanej s podávaním lieku midostaurín (PKC412) alebo placeba u novodiagnostikovaných pacientov s akútnou myeloidnou leukémiou (AML) s prítomnou mutáciou FLT3 ktorí majú menej ako 60 rokov","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","1","No","No","","No","2008-008198-73","Yes","No","No","NL","No","No","An open label uncontrolled multicentre multinational study on the efficacy and safety of administration of donor lymphocytes depleted of alloreactive T-cells (ATIR) through the use of TH9402 and light treatment in an ex vivo process in atients receiving a CD34-selected peripheral blood stem cell graft from a related halpoidentical donor.","Yes","Yes","1","2+","No","No","No","No","No","Yes","No","Yes","No","No","No","No"
"No","1","No","No","ok","No","2008-008198-73","Yes","No","No","GB","No","No","An open-label uncontrolled multicenter multinational study on the efficacy and safety of administration of donor lymphocytes depleted of alloreactive T-cells (ATIR) through the use of TH9402 and light treatment in an ex vivo process in patients receiving a CD34-selected peripheral blood stem cell graft from a related haploidentical donor.","Yes","Yes","1","2+","No","No","No","No","No","Yes","No","Yes","No","No","No","No"
"No","1","No","No","ok","No","2008-008198-73","Yes","No","No","BE","No","No","An open-label uncontrolled multicenter multinational study on the efficacy and safety of administration of donor lymphocytes depleted of alloreactive T-cells (ATIR) through the use of TH9402 and light treatment in an ex vivo process in patients receiving a CD34-selected peripheral blood stem cell graft from a related haploidentical donor.","Yes","Yes","1","2+","No","No","No","No","No","Yes","No","Yes","No","No","No","No"
"No","1","No","No","ok","No","2008-008198-73","Yes","No","No","DE","No","No","An open label uncontrolled multicentre multinational study on the efficacy and safety of administration of donor lymphocytes depleted of alloreactive T-cells (ATIR) through the use of TH9402 and light treatment in an ex vivo process in atients receiving a CD34-selected peripheral blood stem cell graft from a related halpoidentical donor.","Yes","Yes","1","2+","No","No","No","No","No","Yes","No","Yes","No","No","No","No"
"Yes","2+","Yes","No","ok","No","2008-002356-18","Yes","Yes","No","FR","Yes","No","Clinical phase III trial to compare Treosulfan-based conditioning therapy with Busulfan-based reduced-intensity conditioning (RIC) prior to allogeneic haematopoietic stem cell transplantation in patients with AML or MDS considered ineligible to standard conditioning regimens.III. fázisú klinikai vizsgálat a treoszulfán-alapú kondicionáló kezelés és a buszulfán-alapú csökkentett intenzitású kondicionálás (RIC) összehasonlítására allogén hematopoietikus őssejt-transzplantáció előtt AML-ben és MDS-ben szenvedő betegeken akik nem alkalmasak hagyományos kondicionáló kezelésre","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2008-002356-18","Yes","Yes","No","FI","Yes","No","Clinical phase III trial to compare Treosulfan-based conditioning therapy with Busulfan-based reduced-intensity conditioning (RIC) prior to allogeneic haematopoietic stem cell transplantation in patients with AML or MDS considered ineligible to standard conditioning regimens.Klinische Phase III Studie zum Vergleich von Treosulfan-basierter Konditionierungstherapie mit Busulfan-basierter intensitätsreduzierter Konditionierung (RIC) vor allogener hämatopoetischer Stamzelltransplantation bei Patienten mit AML oder MDS die für eine Standard-Konditionierungsbehandlung nicht in Frage kommen.","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2008-002356-18","Yes","Yes","No","HU","Yes","No","Clinical phase III trial to compare Treosulfan-based conditioning therapy with Busulfan-based reduced-intensity conditioning (RIC) prior to allogeneic haematopoietic stem cell transplantation in patients with AML or MDS considered ineligible to standard conditioning regimens.","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2008-002356-18","Yes","Yes","No","DE","Yes","No","Clinical phase III trial to compare Treosulfan-based conditioning therapy with Busulfan-based reduced-intensity conditioning (RIC) prior to allogeneic haematopoietic stem cell transplantation in patients with AML or MDS considered ineligible to standard conditioning regimens.","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2008-002356-18","Yes","Yes","No","IT","Yes","No","Clinical phase III trial to compare Treosulfan-based conditioning therapy with Busulfan-based reduced-intensity conditioning (RIC) prior to allogeneic haematopoietic stem cell transplantation in patients with AML or MDS considered ineligible to standard conditioning regimens.","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2008-002356-18","Yes","Yes","No","PL","Yes","No","Clinical phase III trial to compare Treosulfan-based conditioning therapy with Busulfan-based reduced-intensity conditioning (RIC) prior to allogeneic haematopoietic stem cell transplantation in patients with AML or MDS considered ineligible to standard conditioning regimens.III. fázisú klinikai vizsgálat a treoszulfán-alapú kondicionáló kezelés és a buszulfán-alapú csökkentett intenzitású kondicionálás (RIC) összehasonlítására allogén hematopoietikus őssejt-transzplantáció előtt AML-ben és MDS-ben szenvedő betegeken akik nem alkalmasak hagyományos kondicionáló kezelésre","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2012-005735-91","No","Yes","Yes","GR","Yes","No","A Randomized Double-Blind Parallel-Group Placebo- and Active-Controlled Multi-center Study to Evaluate the Efficacy Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive Bladder","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2012-005735-91","No","Yes","Yes","CZ","Yes","No","A Randomized Double-Blind Parallel-Group Placebo- and Active-Controlled Multi-center Study to Evaluate the Efficacy Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive Bladder","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2012-005735-91","No","Yes","Yes","NL","Yes","No","A Randomized Double-Blind Parallel-Group Placebo- and Active-Controlled Multi-center Study to Evaluate the Efficacy Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive Bladder","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2012-005735-91","No","Yes","Yes","LV","Yes","No","A Randomized Double-Blind Parallel-Group Placebo- and Active-Controlled Multi-center Study to Evaluate the Efficacy Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive Bladder","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2012-005735-91","No","Yes","Yes","DK","Yes","No","A Randomized Double-Blind Parallel-Group Placebo- and Active-Controlled Multi-center Study to Evaluate the Efficacy Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive Bladder","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2012-005735-91","No","Yes","Yes","FI","Yes","No","A Randomized Double-Blind Parallel-Group Placebo- and Active-Controlled Multi-center Study to Evaluate the Efficacy Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive Bladder","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2012-005735-91","No","Yes","Yes","SK","Yes","No","A Randomized Double-Blind Parallel-Group Placebo- and Active-Controlled Multi-center Study to Evaluate the Efficacy Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive BladderEstudio aleatorizado doble ciego de grupos paralelos controlado con placebo y con comparador activo y multicéntrico para la evaluación de la eficacia  seguridad y tolerabilidad de combinaciones de succinato de solifenacina y Mirabegron en comparación con monoterapias de succinato de solifenacina y de Mirabegron en el tratamiento de vejiga hiperactiva","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2012-005735-91","No","Yes","Yes","GB","Yes","No","A Randomized Double-Blind Parallel-Group Placebo- and Active-Controlled Multi-center Study to Evaluate the Efficacy Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive BladderEstudio aleatorizado doble ciego de grupos paralelos controlado con placebo y con comparador activo y multicéntrico para la evaluación de la eficacia  seguridad y tolerabilidad de combinaciones de succinato de solifenacina y Mirabegron en comparación con monoterapias de succinato de solifenacina y de Mirabegron en el tratamiento de vejiga hiperactiva","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2012-005735-91","No","Yes","Yes","ES","Yes","No","A Randomized Double-Blind Parallel-Group Placebo- and Active-Controlled Multi-center Study to Evaluate the Efficacy Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive Bladder","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2012-005735-91","No","Yes","Yes","BE","Yes","No","A Randomized Double-Blind Parallel-Group Placebo- and Active-Controlled Multi-center Study to Evaluate the Efficacy Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive Bladder","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2012-005735-91","No","Yes","Yes","PL","Yes","No","A Randomized Double-Blind Parallel-Group Placebo- and Active-Controlled Multi-center Study to Evaluate the Efficacy Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive Bladder","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2012-005735-91","No","Yes","Yes","BG","Yes","No","A Randomized Double-Blind Parallel-Group Placebo- and Active-Controlled Multi-center Study to Evaluate the Efficacy Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive BladderEstudio aleatorizado doble ciego de grupos paralelos controlado con placebo y con comparador activo y multicéntrico para la evaluación de la eficacia  seguridad y tolerabilidad de combinaciones de succinato de solifenacina y Mirabegron en comparación con monoterapias de succinato de solifenacina y de Mirabegron en el tratamiento de vejiga hiperactiva","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2012-005735-91","No","Yes","Yes","IT","Yes","No","A Randomized Double-Blind Parallel-Group Placebo- and Active-Controlled Multi-center Study to Evaluate the Efficacy Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive BladderEstudio aleatorizado doble ciego de grupos paralelos controlado con placebo y con comparador activo y multicéntrico para la evaluación de la eficacia  seguridad y tolerabilidad de combinaciones de succinato de solifenacina y Mirabegron en comparación con monoterapias de succinato de solifenacina y de Mirabegron en el tratamiento de vejiga hiperactiva","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
