"arms","open","double_blind","single_blind","controlled","parallel_group","crossover","randomised","eudract_number","title","protocol_country_code"
"2+","Yes","No","No","Yes","Yes","No","Yes","2015-003739-37","A Randomized Phase 3 Open Label Study of Nivolumab vs Temozolomide Each in Combination with Radiation Therapy in Newly Diagnosed Adult Subjects with Unmethylated MGMT (tumor 06-methylguanine DNA methyltransferase) Glioblastoma","DE"
"2+","Yes","No","No","Yes","Yes","No","Yes","2015-003739-37","A Randomized Phase 3 Open Label Study of Nivolumab vs Temozolomide Each in Combination with Radiation Therapy in Newly Diagnosed Adult Subjects with Unmethylated MGMT (tumor 06-methylguanine DNA methyltransferase) GlioblastomaEstudio fase 3 aleatorizado abierto de nivolumab frente a temozolomida cada uno en combinación con radioterapia en sujetos adultos recién diagnosticados de glioblastoma con MGMT (O-6-metilguanina ADN metiltransferasa tumoral) no metilado","SE"
"2+","Yes","No","No","Yes","Yes","No","Yes","2015-003739-37","A Randomized Phase 3 Open Label Study of Nivolumab vs Temozolomide Each in Combination with Radiation Therapy in Newly Diagnosed Adult Subjects with Unmethylated MGMT (tumor 06-methylguanine DNA methyltransferase) Glioblastoma","ES"
"2+","Yes","No","No","Yes","Yes","No","Yes","2015-003739-37","A Randomized Phase 3 Open Label Study of Nivolumab vs Temozolomide Each in Combination with Radiation Therapy in Newly Diagnosed Adult Subjects with Unmethylated MGMT (tumor 06-methylguanine DNA methyltransferase) GlioblastomaEstudio fase 3 aleatorizado abierto de nivolumab frente a temozolomida cada uno en combinación con radioterapia en sujetos adultos recién diagnosticados de glioblastoma con MGMT (O-6-metilguanina ADN metiltransferasa tumoral) no metilado","GB"
"2+","Yes","No","No","Yes","Yes","No","Yes","2015-003739-37","A Randomized Phase 3 Open Label Study of Nivolumab vs Temozolomide Each in Combination with Radiation Therapy in Newly Diagnosed Adult Subjects with Unmethylated MGMT (tumor 06-methylguanine DNA methyltransferase) Glioblastoma","NL"
"2+","Yes","No","No","Yes","Yes","No","Yes","2015-003739-37","A Randomized Phase 3 Open Label Study of Nivolumab vs Temozolomide Each in Combination with Radiation Therapy in Newly Diagnosed Adult Subjects with Unmethylated MGMT (tumor 06-methylguanine DNA methyltransferase) GlioblastomaEstudio fase 3 aleatorizado abierto de nivolumab frente a temozolomida cada uno en combinación con radioterapia en sujetos adultos recién diagnosticados de glioblastoma con MGMT (O-6-metilguanina ADN metiltransferasa tumoral) no metilado","DK"
"2+","Yes","No","No","Yes","Yes","No","Yes","2015-003739-37","A Randomized Phase 3 Open Label Study of Nivolumab vs Temozolomide Each in Combination with Radiation Therapy in Newly Diagnosed Adult Subjects with Unmethylated MGMT (tumor 06-methylguanine DNA methyltransferase) GlioblastomaEstudio fase 3 aleatorizado abierto de nivolumab frente a temozolomida cada uno en combinación con radioterapia en sujetos adultos recién diagnosticados de glioblastoma con MGMT (O-6-metilguanina ADN metiltransferasa tumoral) no metilado","PL"
"2+","Yes","No","No","Yes","Yes","No","Yes","2009-018015-11","A Randomized Phase 2 Study of Human Anti-PDGRFα Monoclonal Antibody IMC-3G3 plus Mitoxantrone plus Prednisone or Mitoxantrone plus Prednisone in Metastatic Castration-Refractory Prostate Cancer (CRPC) Following Disease Progression or Intolerance on Docetaxel-based Chemotherapy.","BE"
"2+","Yes","No","No","Yes","Yes","No","Yes","2009-018015-11","A Randomized Phase 2 Study of Human Anti-PDGFRα Monoclonal Antibody IMC-3G3 plus Mitoxantrone plus Prednisone or Mitoxantrone plus Prednisone in Metastatic Castration-Refractory Prostate Cancer (CRPC) Following Disease Progression or Intolerance on Docetaxel-based Chemotherapy.Randomizovaná studie fáze 2 porovnávající humánní monoklonální protilátku anti-PDGFRα (IMC-3G3) v kombinaci s mitoxantronem a prednisonem a mitoxantron a prednison u metastatického karcinomu prostaty refrakterního na kastraci (CRPC) po progresi choroby nebo intoleranci chemoterapie docetaxelem.","CZ"
"2+","Yes","No","No","Yes","Yes","No","Yes","2009-018015-11","A Randomized Phase 2 Study of Human Anti-PDGFRα Monoclonal Antibody IMC-3G3 plus Mitoxantrone plus Prednisone or Mitoxantrone plus Prednisone in Metastatic Castration-Refractory Prostate Cancer (CRPC) Following Disease Progression or Intolerance on Docetaxel-based Chemotherapy.Randomizovaná studie fáze 2 porovnávající humánní monoklonální protilátku anti-PDGFRα (IMC-3G3) v kombinaci s mitoxantronem a prednisonem a mitoxantron a prednison u metastatického karcinomu prostaty refrakterního na kastraci (CRPC) po progresi choroby nebo intoleranci chemoterapie docetaxelem.","ES"
"2+","Yes","No","No","Yes","Yes","No","Yes","2009-018015-11","A Randomized Phase 2 Study of Human Anti-PDGRFα Monoclonal Antibody IMC-3G3 plus Mitoxantrone plus Prednisone or Mitoxantrone plus Prednisone in Metastatic Castration-Refractory Prostate Cancer (CRPC) Following Disease Progression or Intolerance on Docetaxel-based Chemotherapy.","IT"
"2+","Yes","No","No","Yes","Yes","No","Yes","2009-018015-11","A Randomized Phase 2 Study of Human Anti-PDGRFα Monoclonal Antibody IMC-3G3 plus Mitoxantrone plus Prednisone or Mitoxantrone plus Prednisone in Metastatic Castration-Refractory Prostate Cancer (CRPC) Following Disease Progression or Intolerance on Docetaxel-based Chemotherapy.","HU"
"2+","Yes","No","No","Yes","Yes","No","Yes","2009-018015-11","A Randomized Phase 2 Study of Human Anti-PDGFRα Monoclonal Antibody IMC-3G3 plus Mitoxantrone plus Prednisone or Mitoxantrone plus Prednisone in Metastatic Castration-Refractory Prostate Cancer (CRPC) Following Disease Progression or Intolerance on Docetaxel-based Chemotherapy.Randomizovaná studie fáze 2 porovnávající humánní monoklonální protilátku anti-PDGFRα (IMC-3G3) v kombinaci s mitoxantronem a prednisonem a mitoxantron a prednison u metastatického karcinomu prostaty refrakterního na kastraci (CRPC) po progresi choroby nebo intoleranci chemoterapie docetaxelem.","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF ODM-201 IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","SE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLED PHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","PL"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","HU"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCERMezinárodní randomizovaná dvojitě zaslepená placebem kontrolovaná studie fáze III  hodnotící účinnost a bezpečnost přípravku darolutamidu (ODM-201) u mužů ohrožených vysokým rizikem nemetastázujícího kastračně rezistentního karcinomu prostaty.","LT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","AT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (DCM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","BE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","GB"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCERMezinárodní randomizovaná dvojitě zaslepená placebem kontrolovaná studie fáze III  hodnotící účinnost a bezpečnost přípravku darolutamidu (ODM-201) u mužů ohrožených vysokým rizikem nemetastázujícího kastračně rezistentního karcinomu prostaty.","CZ"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCERMezinárodní randomizovaná dvojitě zaslepená placebem kontrolovaná studie fáze III  hodnotící účinnost a bezpečnost přípravku darolutamidu (ODM-201) u mužů ohrožených vysokým rizikem nemetastázujícího kastračně rezistentního karcinomu prostaty.","RO"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE ODM-201 IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","IT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE ODM-201 IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","SK"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF ODM-201 IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","LV"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","BG"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLED PHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","FI"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLED PHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (ODM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","EE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003820-36","A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACEBO-CONTROLLEDPHASE III EFFICACY AND SAFETY STUDY OF DAROLUTAMIDE (DCM-201) IN MEN WITH HIGH-RISK NON-METASTATIC CASTRATION-RESISTANT PROSTATE CANCER","PT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003397-27","A Randomized Double Blind Double Dummy Placebo Controlled Parallel Group 12 Week Clinical Study to Assess the Efficacy and Safety Of 320 or 640 mcg/Day of Beclomethasone Dipropionate Delivered via Breath Actuated Inhaler (BAI) or Metered Dose Inhaler (MDI) in Adolescent and Adult Patients 12 Years of Age and Older with Persistent AsthmaRandomizált kettős-vak kettős- álcázott adagolási technikával végzett placebokontrollospárhuzamos csoportos 12-hetes klinikai vizsgálat a belégzés általaktivált inhalátorral (BAI) vagy adagolószelepes inhalátorral (MDI) alkalmazottnapi 320 vagy 640 mcgr beklometazon-dipropionát hatásosságának ésbiztonságosságnak értékelésére perzisztáló asztmában szenvedő legalább 12éves serdülőknél és felnőtteknél.","HU"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003397-27","A Randomized Double Blind Double Dummy Placebo Controlled Parallel Group 12 Week Clinical Study to Assess the Efficacy and Safety Of 320 or 640 mcg/Day of Beclomethasone Dipropionate Delivered via Breath Actuated Inhaler (BAI) or Metered Dose Inhaler (MDI) in Adolescent and Adult Patients 12 Years of Age and Older with Persistent Asthma","PL"
"2+","No","Yes","No","Yes","Yes","No","Yes","2014-003655-66","A Phase 3 Randomized Double-Blind Placebo-Controlled Study of Ramucirumab plus Docetaxel versus Placebo plus Docetaxel in Patients with Locally Advanced or Unresectable or Metastatic Urothelial Carcinoma Who Progressed on or after Platinum-Based Therapy.","PL"
"2+","No","Yes","No","Yes","Yes","No","Yes","2014-003655-66","A Phase 3 Randomized Double-Blind Placebo-Controlled Study of Ramucirumab plus Docetaxel versus Placebo plus Docetaxel in Patients with Locally Advanced or Unresectable or Metastatic Urothelial Carcinoma Who Progressed on or after Platinum-Based Therapy.","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2014-003655-66","A Phase 3 Randomized Double-Blind Placebo-Controlled Study of Ramucirumab plus Docetaxel versus Placebo plus Docetaxel in Patients with Locally Advanced or Unresectable or Metastatic Urothelial Carcinoma Who Progressed on or after Platinum-Based Therapy.Estudio de fase 3 aleatorizado doble ciego controlado con placebo en el que se compara ramucirumab y docetaxel con placebo y docetaxel en pacientes con carcinoma urotelial localmente avanzado o irresecable o metastásico que hayan progresado durante o después de un tratamiento basado en platino","BE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2014-003655-66","A Phase 3 Randomized Double-Blind Placebo-Controlled Study of Ramucirumab plus Docetaxel versus Placebo plus Docetaxel in Patients with Locally Advanced or Unresectable or Metastatic Urothelial Carcinoma Who Progressed on or after Platinum-Based Therapy.Estudio de fase 3 aleatorizado doble ciego controlado con placebo en el que se compara ramucirumab y docetaxel con placebo y docetaxel en pacientes con carcinoma urotelial localmente avanzado o irresecable o metastásico que hayan progresado durante o después de un tratamiento basado en platino","HU"
