"date_collected","flight_number","departure_gate","arrival_gate","scheduled_departure_t","actual_departure_t","scheduled_arrival_t","actual_arrival_t","scheduled_departure","actual_departure","scheduled_arrival","actual_arrival"
"2011-12-14","CO-1090-BOS-IAH","","","Wed., Dec.14, 2011 9:45 a.m.","Wed., Dec.14, 2011 9:41 a.m.","Wed., Dec.14, 2011 1:16 p.m.","Wed., Dec.14, 2011 12:43 p.m.","2011-12-14 14:45:00+00","2011-12-14 14:41:00+00","2011-12-14 19:16:00+00","2011-12-14 18:43:00+00"
"2011-12-14","CO-45-EWR-MIA","","","Wed., Dec.14, 2011 4:00 p.m.","Wed., Dec.14, 2011 3:57 p.m.","Wed., Dec.14, 2011 7:05 p.m.","Wed., Dec.14, 2011 6:53 p.m.","2011-12-14 21:00:00+00","2011-12-14 20:57:00+00","2011-12-15 00:05:00+00","2011-12-14 23:53:00+00"
"2011-12-16","CO-1250-MIA-IAH","","","Fri., Dec.16, 2011 2:49 p.m.","Fri., Dec.16, 2011 3:25 p.m.","Fri., Dec.16, 2011 4:50 p.m.","Fri., Dec.16, 2011 5:08 p.m.","2011-12-16 19:49:00+00","2011-12-16 20:25:00+00","2011-12-16 22:50:00+00","2011-12-16 23:08:00+00"
"2011-12-16","CO-62-IAH-EWR","","","Fri., Dec.16, 2011 2:30 p.m.","Fri., Dec.16, 2011 2:35 p.m.","Fri., Dec.16, 2011 7:03 p.m.","Fri., Dec.16, 2011 7:02 p.m.","2011-12-16 20:30:00+00","2011-12-16 20:35:00+00","2011-12-17 00:03:00+00","2011-12-17 00:02:00+00"
"2011-12-03","AA-3063-SLC-LAX","A3","44I","12/03/2011 08:20 PM","12/03/2011 08:34 PM","12/03/2011 09:20 PM","","2011-12-04 03:20:00+00","2011-12-04 03:34:00+00","2011-12-04 05:20:00+00",""
"2011-12-16","CO-52-IAH-LAX","","","Fri., Dec.16, 2011 7:35 a.m.","Fri., Dec.16, 2011 8:20 a.m.","Fri., Dec.16, 2011 9:30 a.m.","Fri., Dec.16, 2011 10:01 a.m.","2011-12-16 13:35:00+00","2011-12-16 14:20:00+00","2011-12-16 17:30:00+00","2011-12-16 18:01:00+00"
"2011-12-18","CO-62-IAH-EWR","","","Sun., Dec.18, 2011 2:30 p.m.","Sun., Dec.18, 2011 3:54 p.m.","Sun., Dec.18, 2011 6:59 p.m.","Sun., Dec.18, 2011 8:26 p.m.","2011-12-18 20:30:00+00","2011-12-18 21:54:00+00","2011-12-18 23:59:00+00","2011-12-19 01:26:00+00"
"2011-12-18","CO-52-IAH-LAX","","","Sun., Dec.18, 2011 7:35 a.m.","Sun., Dec.18, 2011 7:42 a.m.","Sun., Dec.18, 2011 9:30 a.m.","Sun., Dec.18, 2011 9:12 a.m.","2011-12-18 13:35:00+00","2011-12-18 13:42:00+00","2011-12-18 17:30:00+00","2011-12-18 17:12:00+00"
"2011-12-19","CO-63-EWR-IAH","","","Mon., Dec.19, 2011 5:25 p.m.","Mon., Dec.19, 2011 5:25 p.m.","Mon., Dec.19, 2011 8:30 p.m.","Mon., Dec.19, 2011 8:35 p.m.","2011-12-19 22:25:00+00","2011-12-19 22:25:00+00","2011-12-20 02:30:00+00","2011-12-20 02:35:00+00"
"2011-12-19","CO-50-CLE-EWR","","","Mon., Dec.19, 2011 2:55 p.m.","Mon., Dec.19, 2011 3:45 p.m.","Mon., Dec.19, 2011 4:53 p.m.","Mon., Dec.19, 2011 5:25 p.m.","2011-12-19 19:55:00+00","2011-12-19 20:45:00+00","2011-12-19 21:53:00+00","2011-12-19 22:25:00+00"
"2011-12-19","CO-1561-PHX-IAH","","","Mon., Dec.19, 2011 8:05 a.m.","Mon., Dec.19, 2011 8:01 a.m.","Mon., Dec.19, 2011 11:37 a.m.","Mon., Dec.19, 2011 11:33 a.m.","2011-12-19 15:05:00+00","2011-12-19 15:01:00+00","2011-12-19 17:37:00+00","2011-12-19 17:33:00+00"
"2011-12-19","CO-47-IAH-LAX","","","Mon., Dec.19, 2011 7:10 p.m.","Mon., Dec.19, 2011 7:54 p.m.","Mon., Dec.19, 2011 9:06 p.m.","Mon., Dec.19, 2011 9:18 p.m.","2011-12-20 01:10:00+00","2011-12-20 01:54:00+00","2011-12-20 05:06:00+00","2011-12-20 05:18:00+00"
"2011-12-22","CO-63-EWR-IAH","","","Thu., Dec.22, 2011 5:25 p.m.","Thu., Dec.22, 2011 5:37 p.m.","Thu., Dec.22, 2011 8:30 p.m.","Thu., Dec.22, 2011 8:35 p.m.","2011-12-22 22:25:00+00","2011-12-22 22:37:00+00","2011-12-23 02:30:00+00","2011-12-23 02:35:00+00"
"2011-12-22","CO-50-CLE-EWR","","","Thu., Dec.22, 2011 2:55 p.m.","Thu., Dec.22, 2011 2:47 p.m.","Thu., Dec.22, 2011 4:53 p.m.","Thu., Dec.22, 2011 4:23 p.m.","2011-12-22 19:55:00+00","2011-12-22 19:47:00+00","2011-12-22 21:53:00+00","2011-12-22 21:23:00+00"
"2011-12-02","AA-649-ORD-SNA","H8","7","12/02/2011 01:30 PM","","12/02/2011 03:50 PM","","2011-12-02 19:30:00+00","","2011-12-02 23:50:00+00",""
"2011-12-24","CO-1614-LAX-IAH","","","Sat., Dec.24, 2011 12:30 a.m.","Sat., Dec.24, 2011 12:34 a.m.","Sat., Dec.24, 2011 5:36 a.m.","Sat., Dec.24, 2011 5:34 a.m.","2011-12-24 08:30:00+00","2011-12-24 08:34:00+00","2011-12-24 11:36:00+00","2011-12-24 11:34:00+00"
"2011-12-22","CO-1561-PHX-IAH","","","Thu., Dec.22, 2011 8:05 a.m.","Thu., Dec.22, 2011 8:24 a.m.","Thu., Dec.22, 2011 11:37 a.m.","Thu., Dec.22, 2011 12:14 p.m.","2011-12-22 15:05:00+00","2011-12-22 15:24:00+00","2011-12-22 17:37:00+00","2011-12-22 18:14:00+00"
"2011-12-22","CO-47-IAH-LAX","","","Thu., Dec.22, 2011 7:10 p.m.","Thu., Dec.22, 2011 7:15 p.m.","Thu., Dec.22, 2011 9:06 p.m.","Thu., Dec.22, 2011 9:19 p.m.","2011-12-23 01:10:00+00","2011-12-23 01:15:00+00","2011-12-23 05:06:00+00","2011-12-23 05:19:00+00"
"2011-12-24","CO-89-IAH-EWR","","","Sat., Dec.24, 2011 6:00 a.m.","Sat., Dec.24, 2011 5:58 a.m.","Sat., Dec.24, 2011 10:20 a.m.","Sat., Dec.24, 2011 9:49 a.m.","2011-12-24 12:00:00+00","2011-12-24 11:58:00+00","2011-12-24 15:20:00+00","2011-12-24 14:49:00+00"
"2011-12-24","CO-1090-BOS-IAH","","","Sat., Dec.24, 2011 9:30 a.m.","Sat., Dec.24, 2011 9:34 a.m.","Sat., Dec.24, 2011 1:00 p.m.","Sat., Dec.24, 2011 1:25 p.m.","2011-12-24 14:30:00+00","2011-12-24 14:34:00+00","2011-12-24 19:00:00+00","2011-12-24 19:25:00+00"
"2011-12-03","AA-204-LAX-MCO","43","TBA","12/03/2011 11:25 PM","","12/04/2011 06:55 AM","","2011-12-04 07:25:00+00","","2011-12-04 11:55:00+00",""
"2011-12-26","CO-1614-LAX-IAH","","","Mon., Dec.26, 2011 12:30 a.m.","Mon., Dec.26, 2011 12:34 a.m.","Mon., Dec.26, 2011 5:36 a.m.","Mon., Dec.26, 2011 5:27 a.m.","2011-12-26 08:30:00+00","2011-12-26 08:34:00+00","2011-12-26 11:36:00+00","2011-12-26 11:27:00+00"
"2011-12-28","CO-1614-LAX-IAH","","","Wed., Dec.28, 2011 12:30 a.m.","Wed., Dec.28, 2011 12:50 a.m.","Wed., Dec.28, 2011 5:36 a.m.","Wed., Dec.28, 2011 5:35 a.m.","2011-12-28 08:30:00+00","2011-12-28 08:50:00+00","2011-12-28 11:36:00+00","2011-12-28 11:35:00+00"
"2011-12-24","CO-45-EWR-MIA","","","Sat., Dec.24, 2011 3:50 p.m.","Sat., Dec.24, 2011 4:14 p.m.","Sat., Dec.24, 2011 6:57 p.m.","Sat., Dec.24, 2011 7:05 p.m.","2011-12-24 20:50:00+00","2011-12-24 21:14:00+00","2011-12-24 23:57:00+00","2011-12-25 00:05:00+00"
"2011-12-24","CO-63-EWR-IAH","","","Sat., Dec.24, 2011 5:25 p.m.","Sat., Dec.24, 2011 5:24 p.m.","Sat., Dec.24, 2011 8:30 p.m.","Sat., Dec.24, 2011 8:44 p.m.","2011-12-24 22:25:00+00","2011-12-24 22:24:00+00","2011-12-25 02:30:00+00","2011-12-25 02:44:00+00"
"2011-12-24","CO-1561-PHX-IAH","","","Sat., Dec.24, 2011 7:30 a.m.","Sat., Dec.24, 2011 7:28 a.m.","Sat., Dec.24, 2011 11:00 a.m.","Sat., Dec.24, 2011 10:53 a.m.","2011-12-24 14:30:00+00","2011-12-24 14:28:00+00","2011-12-24 17:00:00+00","2011-12-24 16:53:00+00"
"2011-12-26","CO-89-IAH-EWR","","","Mon., Dec.26, 2011 6:00 a.m.","Mon., Dec.26, 2011 5:58 a.m.","Mon., Dec.26, 2011 10:20 a.m.","Mon., Dec.26, 2011 10:26 a.m.","2011-12-26 12:00:00+00","2011-12-26 11:58:00+00","2011-12-26 15:20:00+00","2011-12-26 15:26:00+00"
"2011-12-26","CO-1090-BOS-IAH","","","Mon., Dec.26, 2011 9:50 a.m.","Mon., Dec.26, 2011 10:22 a.m.","Mon., Dec.26, 2011 1:20 p.m.","Mon., Dec.26, 2011 1:23 p.m.","2011-12-26 14:50:00+00","2011-12-26 15:22:00+00","2011-12-26 19:20:00+00","2011-12-26 19:23:00+00"
"2011-12-26","CO-45-EWR-MIA","","","Mon., Dec.26, 2011 3:50 p.m.","Mon., Dec.26, 2011 3:56 p.m.","Mon., Dec.26, 2011 7:05 p.m.","Mon., Dec.26, 2011 6:51 p.m.","2011-12-26 20:50:00+00","2011-12-26 20:56:00+00","2011-12-27 00:05:00+00","2011-12-26 23:51:00+00"
"2011-12-26","CO-63-EWR-IAH","","","Mon., Dec.26, 2011 5:25 p.m.","Mon., Dec.26, 2011 5:23 p.m.","Mon., Dec.26, 2011 8:30 p.m.","Mon., Dec.26, 2011 8:31 p.m.","2011-12-26 22:25:00+00","2011-12-26 22:23:00+00","2011-12-27 02:30:00+00","2011-12-27 02:31:00+00"
"2011-12-26","CO-50-CLE-EWR","","","Mon., Dec.26, 2011 2:55 p.m.","Mon., Dec.26, 2011 2:55 p.m.","Mon., Dec.26, 2011 4:53 p.m.","Mon., Dec.26, 2011 4:40 p.m.","2011-12-26 19:55:00+00","2011-12-26 19:55:00+00","2011-12-26 21:53:00+00","2011-12-26 21:40:00+00"
"2011-12-26","CO-1561-PHX-IAH","","","Mon., Dec.26, 2011 8:05 a.m.","Mon., Dec.26, 2011 8:05 a.m.","Mon., Dec.26, 2011 11:37 a.m.","Mon., Dec.26, 2011 11:52 a.m.","2011-12-26 15:05:00+00","2011-12-26 15:05:00+00","2011-12-26 17:37:00+00","2011-12-26 17:52:00+00"
"2011-12-26","CO-47-IAH-LAX","","","Mon., Dec.26, 2011 7:10 p.m.","Mon., Dec.26, 2011 7:11 p.m.","Mon., Dec.26, 2011 9:06 p.m.","Mon., Dec.26, 2011 9:02 p.m.","2011-12-27 01:10:00+00","2011-12-27 01:11:00+00","2011-12-27 05:06:00+00","2011-12-27 05:02:00+00"
"2011-12-27","CO-16-LAX-EWR","","","Tue., Dec.27, 2011 10:25 a.m.","Tue., Dec.27, 2011 10:47 a.m.","Tue., Dec.27, 2011 6:39 p.m.","Tue., Dec.27, 2011 8:49 p.m.","2011-12-27 18:25:00+00","2011-12-27 18:47:00+00","2011-12-27 23:39:00+00","2011-12-28 01:49:00+00"
"2011-12-28","CO-62-IAH-EWR","","","Wed., Dec.28, 2011 2:30 p.m.","Wed., Dec.28, 2011 2:26 p.m.","Wed., Dec.28, 2011 7:03 p.m.","Wed., Dec.28, 2011 7:05 p.m.","2011-12-28 20:30:00+00","2011-12-28 20:26:00+00","2011-12-29 00:03:00+00","2011-12-29 00:05:00+00"
"2011-12-28","CO-52-IAH-LAX","","","Wed., Dec.28, 2011 7:35 a.m.","Wed., Dec.28, 2011 7:38 a.m.","Wed., Dec.28, 2011 9:30 a.m.","Wed., Dec.28, 2011 9:28 a.m.","2011-12-28 13:35:00+00","2011-12-28 13:38:00+00","2011-12-28 17:30:00+00","2011-12-28 17:28:00+00"
"2011-12-28","CO-89-IAH-EWR","","","Wed., Dec.28, 2011 6:00 a.m.","Wed., Dec.28, 2011 6:01 a.m.","Wed., Dec.28, 2011 10:20 a.m.","Wed., Dec.28, 2011 10:22 a.m.","2011-12-28 12:00:00+00","2011-12-28 12:01:00+00","2011-12-28 15:20:00+00","2011-12-28 15:22:00+00"
"2011-12-28","CO-1090-BOS-IAH","","","Wed., Dec.28, 2011 9:50 a.m.","Wed., Dec.28, 2011 9:51 a.m.","Wed., Dec.28, 2011 1:20 p.m.","Wed., Dec.28, 2011 1:05 p.m.","2011-12-28 14:50:00+00","2011-12-28 14:51:00+00","2011-12-28 19:20:00+00","2011-12-28 19:05:00+00"
"2011-12-28","CO-45-EWR-MIA","","","Wed., Dec.28, 2011 3:50 p.m.","Wed., Dec.28, 2011 4:24 p.m.","Wed., Dec.28, 2011 7:05 p.m.","Wed., Dec.28, 2011 7:24 p.m.","2011-12-28 20:50:00+00","2011-12-28 21:24:00+00","2011-12-29 00:05:00+00","2011-12-29 00:24:00+00"
"2011-12-28","CO-63-EWR-IAH","","","Wed., Dec.28, 2011 5:25 p.m.","Wed., Dec.28, 2011 5:38 p.m.","Wed., Dec.28, 2011 8:30 p.m.","Wed., Dec.28, 2011 8:20 p.m.","2011-12-28 22:25:00+00","2011-12-28 22:38:00+00","2011-12-29 02:30:00+00","2011-12-29 02:20:00+00"
"2011-12-04","AA-204-LAX-MCO","42B","TBA","12/04/2011 11:25 PM","","12/05/2011 06:55 AM","","2011-12-05 07:25:00+00","","2011-12-05 11:55:00+00",""
"2012-01-01","UA-938-DEN-ORD","B36","C30","Sun, Jan 1 3:55 PM","Sun, Jan 1 3:54 PM","Sun, Jan 1 7:18 PM","Sun, Jan 1 7:18 PM","2012-01-01 22:55:00+00","2012-01-01 22:54:00+00","2012-01-02 01:18:00+00","2012-01-02 01:18:00+00"
"2012-01-01","UA-3099-PHX-PHL","A7","C23","Sun, Jan 1 11:55 AM","Sun, Jan 1 11:55 AM","Sun, Jan 1 6:17 PM","Sun, Jan 1 6:18 PM","2012-01-01 18:55:00+00","2012-01-01 18:55:00+00","2012-01-01 23:17:00+00","2012-01-01 23:18:00+00"
"2012-01-01","UA-3925-IAD-ORF","A2A","--","Sun, Jan 1 8:42 AM","Sun, Jan 1 8:31 AM","Sun, Jan 1 9:55 AM","Sun, Jan 1 9:18 AM","2012-01-01 13:42:00+00","2012-01-01 13:31:00+00","2012-01-01 14:55:00+00","2012-01-01 14:18:00+00"
"2012-01-01","UA-2830-MCO-CLT","58","B8","Sun, Jan 1 3:27 PM","Sun, Jan 1 3:27 PM","Sun, Jan 1 5:05 PM","Sun, Jan 1 5:01 PM","2012-01-01 20:27:00+00","2012-01-01 20:27:00+00","2012-01-01 22:05:00+00","2012-01-01 22:01:00+00"
"2011-12-28","CO-50-CLE-EWR","","","Wed., Dec.28, 2011 2:55 p.m.","Wed., Dec.28, 2011 3:49 p.m.","Wed., Dec.28, 2011 4:53 p.m.","Wed., Dec.28, 2011 5:12 p.m.","2011-12-28 19:55:00+00","2011-12-28 20:49:00+00","2011-12-28 21:53:00+00","2011-12-28 22:12:00+00"
"2011-12-28","CO-1561-PHX-IAH","","","Wed., Dec.28, 2011 8:05 a.m.","Wed., Dec.28, 2011 8:12 a.m.","Wed., Dec.28, 2011 11:37 a.m.","Wed., Dec.28, 2011 11:32 a.m.","2011-12-28 15:05:00+00","2011-12-28 15:12:00+00","2011-12-28 17:37:00+00","2011-12-28 17:32:00+00"
"2011-12-28","CO-47-IAH-LAX","","","Wed., Dec.28, 2011 7:10 p.m.","Wed., Dec.28, 2011 7:54 p.m.","Wed., Dec.28, 2011 9:06 p.m.","Wed., Dec.28, 2011 9:03 p.m.","2011-12-29 01:10:00+00","2011-12-29 01:54:00+00","2011-12-29 05:06:00+00","2011-12-29 05:03:00+00"
"2011-12-30","CO-63-EWR-IAH","","","Fri., Dec.30, 2011 5:25 p.m.","Fri., Dec.30, 2011 5:21 p.m.","Fri., Dec.30, 2011 8:30 p.m.","Fri., Dec.30, 2011 8:01 p.m.","2011-12-30 22:25:00+00","2011-12-30 22:21:00+00","2011-12-31 02:30:00+00","2011-12-31 02:01:00+00"
"2012-01-01","UA-397-JFK-SFO","9","81","Sun, Jan 1 8:25 AM","Sun, Jan 1 8:21 AM","Sun, Jan 1 12:14 PM","Sun, Jan 1 11:31 AM","2012-01-01 13:25:00+00","2012-01-01 13:21:00+00","2012-01-01 20:14:00+00","2012-01-01 19:31:00+00"
"2012-01-01","UA-2704-DTW-PHX","D25","A25","Sun, Jan 1 11:15 AM","Sun, Jan 1 11:38 AM","Sun, Jan 1 1:40 PM","Sun, Jan 1 1:48 PM","2012-01-01 16:15:00+00","2012-01-01 16:38:00+00","2012-01-01 20:40:00+00","2012-01-01 20:48:00+00"
"2012-01-01","UA-3373-IAD-PHL","C20","D7","Sun, Jan 1 8:30 AM","Sun, Jan 1 8:30 AM","Sun, Jan 1 9:25 AM","Sun, Jan 1 9:18 AM","2012-01-01 13:30:00+00","2012-01-01 13:30:00+00","2012-01-01 14:25:00+00","2012-01-01 14:18:00+00"
"2011-12-08","UA-2314-ATL-PHL","D23","C27","Thu, Dec 8 2:55 PM","Thu, Dec 8 2:55 PM","Thu, Dec 8 5:00 PM","Thu, Dec 8 4:54 PM","2011-12-08 19:55:00+00","2011-12-08 19:55:00+00","2011-12-08 22:00:00+00","2011-12-08 21:54:00+00"
"2011-12-08","UA-382-IAD-LAX","C11","75B","Thu, Dec 8 12:30 PM","Thu, Dec 8 12:25 PM            On Time","Thu, Dec 8 3:19 PM","Thu, Dec 8 2:59 PM","2011-12-08 17:30:00+00","2011-12-08 17:25:00+00","2011-12-08 23:19:00+00","2011-12-08 22:59:00+00"
"2011-12-08","UA-382-IAD-LAX","C11","75B","Thu, Dec 8 12:30 PM","Thu, Dec 8 12:25 PM            On Time","Thu, Dec 8 3:19 PM","Thu, Dec 8 3:13 PM","2011-12-08 17:30:00+00","2011-12-08 17:25:00+00","2011-12-08 23:19:00+00","2011-12-08 23:13:00+00"
"2011-12-08","UA-858-PVG-SFO","77","92","Thu, Dec 8 1:45 PM","Thu, Dec 8 1:44 PM","Thu, Dec 8 8:27 AM","Thu, Dec 8 8:13 AM","2011-12-08 05:45:00+00","2011-12-08 05:44:00+00","2011-12-08 16:27:00+00","2011-12-08 16:13:00+00"
"2011-12-08","UA-854-SFO-IAH","86","C16","Thu, Dec 8 7:53 AM","Thu, Dec 8 7:49 AM","Thu, Dec 8 1:39 PM","Thu, Dec 8 1:17 PM","2011-12-08 15:53:00+00","2011-12-08 15:49:00+00","2011-12-08 19:39:00+00","2011-12-08 19:17:00+00"
"2011-12-09","UA-248-PHX-ORD","3","B5","Fri, Dec 9 12:57 PM","Fri, Dec 9 12:57 PM            On Time","Fri, Dec 9 5:15 PM","Fri, Dec 9 5:28 PM","2011-12-09 19:57:00+00","2011-12-09 19:57:00+00","2011-12-09 23:15:00+00","2011-12-09 23:28:00+00"
"2011-12-09","UA-2704-DTW-PHX","D14","A6","Fri, Dec 9 11:15 AM","Fri, Dec 9 11:15 AM","Fri, Dec 9 1:40 PM","Fri, Dec 9 1:43 PM","2011-12-09 16:15:00+00","2011-12-09 16:15:00+00","2011-12-09 20:40:00+00","2011-12-09 20:43:00+00"
"2011-12-09","UA-2515-DFW-CLT","E35","C12","Fri, Dec 9 7:05 AM","Fri, Dec 9 7:12 AM","Fri, Dec 9 10:31 AM","Fri, Dec 9 10:31 AM","2011-12-09 13:05:00+00","2011-12-09 13:12:00+00","2011-12-09 15:31:00+00","2011-12-09 15:31:00+00"
"2011-12-09","UA-3373-IAD-PHL","A3C","D7","Fri, Dec 9 8:29 AM","Fri, Dec 9 9:07 AM","Fri, Dec 9 9:24 AM","Fri, Dec 9 10:34 AM","2011-12-09 13:29:00+00","2011-12-09 14:07:00+00","2011-12-09 14:24:00+00","2011-12-09 15:34:00+00"
"2011-12-09","UA-2906-PHL-MCO","B9","58","Fri, Dec 9 3:50 PM","Fri, Dec 9 3:50 PM            Delayed","Fri, Dec 9 6:23 PM","Fri, Dec 9 6:28 PM","2011-12-09 20:50:00+00","2011-12-09 20:50:00+00","2011-12-09 23:23:00+00","2011-12-09 23:28:00+00"
"2011-12-09","UA-938-DEN-ORD","B36","C26","Fri, Dec 9 4:16 PM","Fri, Dec 9 4:22 PM","Fri, Dec 9 7:35 PM","Fri, Dec 9 7:45 PM","2011-12-09 23:16:00+00","2011-12-09 23:22:00+00","2011-12-10 01:35:00+00","2011-12-10 01:45:00+00"
"2011-12-09","UA-3099-PHX-PHL","B13","A13","Fri, Dec 9 11:55 AM","Fri, Dec 9 11:55 AM","Fri, Dec 9 6:17 PM","Fri, Dec 9 6:08 PM","2011-12-09 18:55:00+00","2011-12-09 18:55:00+00","2011-12-09 23:17:00+00","2011-12-09 23:08:00+00"
"2011-12-09","UA-3925-IAD-ORF","A2G","--","Fri, Dec 9 8:42 AM","Fri, Dec 9 8:39 AM","Fri, Dec 9 9:55 AM","Fri, Dec 9 9:37 AM","2011-12-09 13:42:00+00","2011-12-09 13:39:00+00","2011-12-09 14:55:00+00","2011-12-09 14:37:00+00"
"2011-12-09","UA-5487-SFO-MRY","87A","--","Fri, Dec 9 10:39 AM","Fri, Dec 9 10:36 AM","Fri, Dec 9 11:19 AM","Fri, Dec 9 11:26 AM","2011-12-09 18:39:00+00","2011-12-09 18:36:00+00","2011-12-09 19:19:00+00","2011-12-09 19:26:00+00"
"2011-12-09","UA-3050-PHX-CLT","B28","B5","Fri, Dec 9 11:05 AM","Fri, Dec 9 11:05 AM","Fri, Dec 9 4:57 PM","Fri, Dec 9 4:43 PM","2011-12-09 18:05:00+00","2011-12-09 18:05:00+00","2011-12-09 21:57:00+00","2011-12-09 21:43:00+00"
"2011-12-09","UA-2830-MCO-CLT","58","B12","Fri, Dec 9 3:27 PM","Fri, Dec 9 3:27 PM","Fri, Dec 9 5:05 PM","Fri, Dec 9 5:15 PM","2011-12-09 20:27:00+00","2011-12-09 20:27:00+00","2011-12-09 22:05:00+00","2011-12-09 22:15:00+00"
"2011-12-09","UA-382-IAD-LAX","C11","77","Fri, Dec 9 12:30 PM","Fri, Dec 9 2:11 PM            Delayed","Fri, Dec 9 3:19 PM","Fri, Dec 9 4:38 PM","2011-12-09 17:30:00+00","2011-12-09 19:11:00+00","2011-12-09 23:19:00+00","2011-12-10 00:38:00+00"
"2011-12-09","UA-858-PVG-SFO","75","96","Fri, Dec 9 1:45 PM","Fri, Dec 9 1:45 PM","Fri, Dec 9 8:27 AM","Fri, Dec 9 9:59 AM","2011-12-09 05:45:00+00","2011-12-09 05:45:00+00","2011-12-09 16:27:00+00","2011-12-09 17:59:00+00"
"2011-12-09","UA-854-SFO-IAH","96","C16","Fri, Dec 9 7:53 AM","Fri, Dec 9 7:52 AM","Fri, Dec 9 1:39 PM","Fri, Dec 9 1:26 PM","2011-12-09 15:53:00+00","2011-12-09 15:52:00+00","2011-12-09 19:39:00+00","2011-12-09 19:26:00+00"
"2011-12-01","UA-2708-EWR-CLT","A37","C5","Thu, Dec 1 2:55 PM","Thu, Dec 1 2:55 PM","Thu, Dec 1 4:53 PM","Thu, Dec 1 4:44 PM","2011-12-01 19:55:00+00","2011-12-01 19:55:00+00","2011-12-01 21:53:00+00","2011-12-01 21:44:00+00"
"2011-12-02","UA-397-JFK-SFO","12","84","Fri, Dec 2 8:00 AM","Fri, Dec 2 7:54 AM","Fri, Dec 2 11:55 AM","Fri, Dec 2 10:55 AM","2011-12-02 13:00:00+00","2011-12-02 12:54:00+00","2011-12-02 19:55:00+00","2011-12-02 18:55:00+00"
"2011-12-30","CO-50-CLE-EWR","","","Fri., Dec.30, 2011 2:55 p.m.","Fri., Dec.30, 2011 2:49 p.m.","Fri., Dec.30, 2011 4:53 p.m.","Fri., Dec.30, 2011 4:37 p.m.","2011-12-30 19:55:00+00","2011-12-30 19:49:00+00","2011-12-30 21:53:00+00","2011-12-30 21:37:00+00"
"2011-12-30","CO-1561-PHX-IAH","","","Fri., Dec.30, 2011 8:05 a.m.","Fri., Dec.30, 2011 8:01 a.m.","Fri., Dec.30, 2011 11:37 a.m.","Fri., Dec.30, 2011 11:42 a.m.","2011-12-30 15:05:00+00","2011-12-30 15:01:00+00","2011-12-30 17:37:00+00","2011-12-30 17:42:00+00"
"2011-12-30","CO-47-IAH-LAX","","","Fri., Dec.30, 2011 7:10 p.m.","Fri., Dec.30, 2011 7:16 p.m.","Fri., Dec.30, 2011 9:06 p.m.","Fri., Dec.30, 2011 8:51 p.m.","2011-12-31 01:10:00+00","2011-12-31 01:16:00+00","2011-12-31 05:06:00+00","2011-12-31 04:51:00+00"
"2011-12-04","AA-3-JFK-LAX","36","46A","12/04/2011 12:00 PM","12/04/2011 12:46 PM","12/04/2011 03:15 PM","","2011-12-04 17:00:00+00","2011-12-04 17:46:00+00","2011-12-04 23:15:00+00",""
"2011-12-31","CO-89-IAH-EWR","","","Sat., Dec.31, 2011 6:00 a.m.","Sat., Dec.31, 2011 6:05 a.m.","Sat., Dec.31, 2011 10:20 a.m.","Sat., Dec.31, 2011 10:25 a.m.","2011-12-31 12:00:00+00","2011-12-31 12:05:00+00","2011-12-31 15:20:00+00","2011-12-31 15:25:00+00"
"2011-12-31","CO-1090-BOS-IAH","","","Sat., Dec.31, 2011 9:50 a.m.","Sat., Dec.31, 2011 9:55 a.m.","Sat., Dec.31, 2011 1:20 p.m.","Sat., Dec.31, 2011 1:07 p.m.","2011-12-31 14:50:00+00","2011-12-31 14:55:00+00","2011-12-31 19:20:00+00","2011-12-31 19:07:00+00"
"2011-12-31","CO-45-EWR-MIA","","","Sat., Dec.31, 2011 3:50 p.m.","Sat., Dec.31, 2011 3:43 p.m.","Sat., Dec.31, 2011 6:57 p.m.","Sat., Dec.31, 2011 6:23 p.m.","2011-12-31 20:50:00+00","2011-12-31 20:43:00+00","2011-12-31 23:57:00+00","2011-12-31 23:23:00+00"
"2011-12-31","CO-63-EWR-IAH","","","Sat., Dec.31, 2011 5:25 p.m.","Sat., Dec.31, 2011 5:24 p.m.","Sat., Dec.31, 2011 8:30 p.m.","Sat., Dec.31, 2011 7:57 p.m.","2011-12-31 22:25:00+00","2011-12-31 22:24:00+00","2012-01-01 02:30:00+00","2012-01-01 01:57:00+00"
"2011-12-31","CO-1561-PHX-IAH","","","Sat., Dec.31, 2011 7:30 a.m.","Sat., Dec.31, 2011 7:30 a.m.","Sat., Dec.31, 2011 11:00 a.m.","Sat., Dec.31, 2011 10:54 a.m.","2011-12-31 14:30:00+00","2011-12-31 14:30:00+00","2011-12-31 17:00:00+00","2011-12-31 16:54:00+00"
"2011-12-04","AA-3063-SLC-LAX","A3","44G","12/04/2011 08:20 PM","12/04/2011 08:33 PM","12/04/2011 09:20 PM","","2011-12-05 03:20:00+00","2011-12-05 03:33:00+00","2011-12-05 05:20:00+00",""
"2012-01-02","CO-62-IAH-EWR","","","Mon., Jan.02, 2012 2:30 p.m.","Mon., Jan.02, 2012 2:38 p.m.","Mon., Jan.02, 2012 7:03 p.m.","Mon., Jan.02, 2012 7:17 p.m.","2012-01-02 20:30:00+00","2012-01-02 20:38:00+00","2012-01-03 00:03:00+00","2012-01-03 00:17:00+00"
