"eudract_number","open","single_blind","double_blind","randomised","crossover","parallel_group","arms","controlled","protocol_country_code"
"2007-005376-13","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2007-005376-13","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2007-005376-13","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2007-005376-13","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2007-005376-13","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2007-005376-13","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2007-005376-13","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2007-005684-10","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2007-005684-10","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2007-005684-10","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2007-006195-11","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2007-006195-11","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2007-006195-11","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2007-006195-11","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2007-006195-11","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2007-006195-11","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2007-006195-11","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2007-006195-11","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2007-006195-11","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2007-006195-11","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2007-006263-68","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2007-006263-68","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2007-006263-68","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2007-006611-23","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","PT"
"2007-006611-23","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","GB"
"2007-006611-23","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","FI"
"2007-006611-23","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","EE"
"2007-006611-23","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","NL"
"2007-006611-23","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","CZ"
"2007-006611-23","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","SE"
"2007-006611-23","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","GR"
"2007-006611-23","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","DE"
"2007-006611-23","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","LT"
"2007-007847-28","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-000077-38","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2008-000077-38","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2008-000077-38","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2008-000077-38","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2008-000077-38","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2008-000077-38","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2008-000077-38","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2008-000077-38","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-000077-38","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2008-000077-38","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2008-000107-28","Yes","Information not present in EudraCT","Information not present in EudraCT","No","No","No","2+","No","GB"
"2008-000107-28","Yes","Information not present in EudraCT","Information not present in EudraCT","No","No","No","2+","No","FR"
"2008-000498-40","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2008-000498-40","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2008-000498-40","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2008-000498-40","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2008-000498-40","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2008-000498-40","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2008-000498-40","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2008-000498-40","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2008-000536-40","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2008-000536-40","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2008-000536-40","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2008-000536-40","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2008-000536-40","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2008-000615-15","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2008-000615-15","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2008-000615-15","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-000615-15","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2008-000615-15","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2008-000615-15","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2008-000701-11","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2008-000701-11","No","No","Yes","Yes","No","Yes","2+","Yes","FI"
"2008-000701-11","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2008-000701-11","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2008-000701-11","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2008-000701-11","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2008-000701-11","No","No","Yes","Yes","No","Yes","2+","Yes","IE"
"2008-000701-11","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2008-000701-11","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2008-000701-11","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2008-000879-26","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2008-000879-26","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2008-000879-26","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2008-000879-26","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2008-000879-26","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2008-000879-26","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2008-000879-26","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2008-001211-37","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2008-001211-37","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2008-001211-37","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2008-001211-37","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2008-001211-37","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2008-001211-37","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2008-001211-37","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2008-001211-37","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2008-001211-37","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2008-001212-20","Yes","No","No","No","No","No","2+","No","FR"
"2008-001252-52","No","No","Yes","Yes","No","No","2+","Yes","HU"
"2008-001252-52","No","No","Yes","Yes","No","No","2+","Yes","Outside EU/EEA"
"2008-001252-52","No","No","Yes","Yes","No","No","2+","Yes","BE"
"2008-001252-52","No","No","Yes","Yes","No","No","2+","Yes","FI"
"2008-001252-52","No","No","Yes","Yes","No","No","2+","Yes","IT"
"2008-001252-52","No","No","Yes","Yes","No","No","2+","Yes","GB"
"2008-001252-52","No","No","Yes","Yes","No","No","2+","Yes","PL"
"2008-001252-52","No","No","Yes","Yes","No","No","2+","Yes","DE"
"2008-001451-21","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2008-001451-21","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2008-001451-21","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2008-001451-21","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2008-001451-21","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2008-001451-21","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-001451-21","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2008-001451-21","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2008-001451-21","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2008-001451-21","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2008-001451-21","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2008-001674-32","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","FI"
"2008-001755-22","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2008-001755-22","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2008-001755-22","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-001849-26","Yes","No","No","Yes","No","No","2+","Yes","DE"
"2008-002140-41","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2008-002226-11","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2008-002356-18","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2008-002356-18","Yes","No","No","Yes","No","Yes","2+","Yes","FI"
"2008-002356-18","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2008-002356-18","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-002356-18","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2008-002356-18","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2008-003003-31","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2008-003003-31","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-003003-31","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2008-003003-31","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2008-003003-31","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2008-003003-31","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2008-003003-31","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2008-003003-31","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2008-003174-18","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-003314-97","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2008-003314-97","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2008-003314-97","No","No","Yes","Yes","No","Yes","2+","Yes","IE"
"2008-003314-97","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2008-003314-97","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2008-003314-97","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2008-003314-97","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2008-003314-97","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2008-003314-97","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2008-003314-97","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2008-003314-97","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2008-003314-97","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2008-003314-97","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2008-003617-27","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2008-003617-27","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2008-003617-27","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-003800-73","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2008-003800-73","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2008-003800-73","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2008-003800-73","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2008-003800-73","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2008-003800-73","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2008-003995-23","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-003997-17","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-004338-26","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2008-004338-26","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2008-004338-26","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-004496-22","Yes","No","No","No","No","No","2+","No","DE"
"2008-004496-22","Yes","Information not present in EudraCT","Information not present in EudraCT","No","No","No","2+","No","AT"
"2008-004496-22","Yes","Information not present in EudraCT","Information not present in EudraCT","No","No","No","2+","No","FR"
"2008-004758-34","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2008-004758-34","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2008-004758-34","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2008-004758-34","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2008-004758-34","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-004758-34","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2008-004758-34","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2008-004758-34","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2008-004758-34","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2008-004758-34","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2008-004758-34","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2008-004758-34","Yes","No","No","Yes","No","Yes","2+","Yes","BG"
"2008-004758-34","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2008-004758-34","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2008-005011-18","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-005011-18","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2008-005011-18","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2008-005056-24","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2008-005056-24","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2008-005056-24","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2008-005056-24","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2008-005056-24","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2008-005056-24","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2008-005084-34","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2008-005084-34","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2008-005084-34","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2008-005084-34","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2008-005084-34","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2008-005084-34","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2008-005084-34","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2008-005215-17","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2008-005215-17","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2008-005215-17","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2008-005215-17","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2008-005215-17","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2008-005215-17","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2008-005215-17","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2008-005215-17","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2008-005215-17","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2008-005215-17","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2008-005215-17","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2008-005215-17","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2008-005232-33","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-005232-33","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2008-005232-33","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2008-005232-33","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2008-005232-33","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2008-005232-33","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2008-005276-27","Yes","No","No","Yes","No","Yes","2+","Yes","FI"
"2008-005276-27","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2008-005276-27","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2008-005276-27","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-005276-27","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2008-005276-27","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2008-005276-27","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2008-006021-14","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2008-006021-14","Information not present in EudraCT","Information not present in EudraCT","Yes","Yes","No","Yes","2+","Yes","GR"
"2008-006021-14","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2008-006021-14","Information not present in EudraCT","Information not present in EudraCT","Yes","Yes","No","Yes","2+","Yes","FR"
"2008-006021-14","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2008-006021-14","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2008-006021-14","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2008-006021-14","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2008-006021-14","Information not present in EudraCT","Information not present in EudraCT","Yes","Yes","No","Yes","2+","Yes","DE"
"2008-006181-28","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","FR"
"2008-006181-28","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","ES"
"2008-006181-28","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","GB"
"2008-006181-28","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","BE"
"2008-006181-28","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","DE"
"2008-006300-27","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","NL"
"2008-006300-27","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","DE"
"2008-006439-12","Yes","No","No","Yes","No","Yes","2+","Yes","FI"
"2008-006439-12","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2008-006439-12","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2008-006439-12","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2008-006439-12","Yes","No","No","Yes","No","Yes","2+","Yes","EE"
"2008-006439-12","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2008-006439-12","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2008-006439-12","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2008-006439-12","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2008-006439-12","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2008-006439-12","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-006439-12","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2008-006439-12","Yes","No","No","Yes","No","Yes","2+","Yes","NO"
"2008-006439-12","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2008-006801-17","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2008-006801-17","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-006801-17","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2008-006801-17","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2008-006801-17","Yes","No","No","Yes","No","Yes","2+","Yes","EE"
"2008-006801-17","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2008-006801-17","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2008-006801-17","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2008-006801-17","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2008-006801-17","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2008-006801-17","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","FI"
"2008-006831-10","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2008-006871-60","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2008-006871-60","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
